type,rank,feature_id,score,Kid_mean,Kid_var,Teenager_mean,Teenager_var,Adult_mean,Adult_var,Male_mean,Male_var,Female_mean,Female_var,Valence_mean,Valence_var,Arousal_mean,Arousal_var,Dominance_mean,Dominance_var,Peace_mean,Peace_var,Affection_mean,Affection_var,Esteem_mean,Esteem_var,Anticipation_mean,Anticipation_var,Engagement_mean,Engagement_var,Confidence_mean,Confidence_var,Happiness_mean,Happiness_var,Pleasure_mean,Pleasure_var,Excitement_mean,Excitement_var,Surprise_mean,Surprise_var,Sympathy_mean,Sympathy_var,Doubt/Confusion_mean,Doubt/Confusion_var,Disconnection_mean,Disconnection_var,Fatigue_mean,Fatigue_var,Embarrassment_mean,Embarrassment_var,Yearning_mean,Yearning_var,Disapproval_mean,Disapproval_var,Aversion_mean,Aversion_var,Annoyance_mean,Annoyance_var,Anger_mean,Anger_var,Sensitivity_mean,Sensitivity_var,Sadness_mean,Sadness_var,Disquietment_mean,Disquietment_var,Fear_mean,Fear_var,Pain_mean,Pain_var,Suffering_mean,Suffering_var,feat
Sympathy,5,164449,0.0037735010181818166,0.002390817,0.045889866,0.0031407503,0.04821894,0.004498591,0.074933186,0.0034452656,0.05779005,0.005461482,0.09089864,0.004157349,0.06948334,0.004157349,0.06948334,0.004157349,0.06948334,0.0062898565,0.09856153,0.019273901,0.2688942,0.006140779,0.09479554,0.0027968525,0.05056,0.0033584333,0.059102334,0.0029591937,0.049049933,0.00790905,0.12393567,0.009791099,0.1414791,0.004516873,0.0732899,0.0054782536,0.09922179,0.008553089,0.13763703,0.0030071435,0.05064782,0.0032229624,0.06313993,0.0034693272,0.05882353,0.0032638514,0.05357143,0.004445115,0.06905711,0.005018087,0.075187966,0.00424722,0.0746888,0.005352886,0.09251101,0.005609151,0.08239701,0.0041635293,0.07,0.004209556,0.067073174,0.0026052734,0.045075126,0.0031216373,0.053061225,0.0022394878,0.03984064,0.0038279316,0.06769231,164449
Sympathy,6,103728,0.0026220405484848486,0.0011432539,0.027134877,0.0013705891,0.030842746,0.0020474312,0.045232214,0.0015609293,0.03488737,0.002498985,0.055159733,0.001892233,0.04204716,0.001892233,0.04204716,0.001892233,0.04204716,0.0015585864,0.039957378,0.00439848,0.09785203,0.00252935,0.059479553,0.0014698189,0.03328,0.001605318,0.036193896,0.0013260348,0.030932391,0.0034498814,0.075212866,0.0027865376,0.06109325,0.0020198142,0.04458469,0.0018047044,0.04474708,0.004240609,0.096224114,0.0013225842,0.027090695,0.0017161416,0.03811149,0.00071416056,0.012718601,0.0019095056,0.04464286,0.0019402243,0.03984064,0.0007336301,0.01754386,0.0015840865,0.0373444,0.00064876693,0.013215859,0.000851501,0.018726591,0.001162618,0.035,0.0013133133,0.036585364,0.0008196669,0.023372287,0.0005778545,0.012244898,0.00056393346,0.015936255,0.00030835875,0.012307692,103728
Sympathy,7,214360,0.0024002025139393942,0.003989909,0.03431764,0.001845301,0.015638575,0.0018651377,0.016237205,0.0019188519,0.016627973,0.002373409,0.020569984,0.002079392,0.018020213,0.002079392,0.018020213,0.002079392,0.018020213,0.0021439018,0.019179542,0.0015547207,0.014319809,0.0024350965,0.019516729,0.001659194,0.01424,0.0016436449,0.014434471,0.0012167769,0.0101635,0.002810365,0.023809524,0.0034191026,0.029340835,0.0017855063,0.014861563,0.00205781,0.015564202,0.0039911876,0.03775883,0.00069002097,0.007067138,0.0023946925,0.020477816,0.0009299453,0.00953895,0.0010177298,0.008928572,0.0028029147,0.023904383,0.0,0.0,0.0015601392,0.012448133,0.0002655758,0.004405286,0.0004290798,0.0037453184,0.0020030448,0.015,0.0,0.0,0.001067745,0.008347246,0.0,0.0,0.0,0.0,0.00038471667,0.003076923,214360
Sympathy,8,203654,0.002332554033636364,0.004450497,0.0415004,0.0039144414,0.0447437,0.004277315,0.045080934,0.004678295,0.049883917,0.003496838,0.03516433,0.0042610276,0.044685256,0.0042610276,0.044685256,0.0042610276,0.044685256,0.002801513,0.029302077,0.0029740504,0.0318218,0.0043375376,0.04275093,0.005874808,0.0624,0.0034785597,0.036912028,0.0067669903,0.07026072,0.0048479796,0.050141912,0.0038177108,0.03858521,0.007829576,0.08143322,0.0007758892,0.009727626,0.0051828697,0.053593177,0.0011049719,0.0153121315,0.0007779042,0.010807736,0.0018506675,0.022257552,0.0036193437,0.04017857,0.00072222593,0.007968128,0.00033506707,0.0025062656,0.0,0.0,0.0010528337,0.008810572,0.00046784274,0.0037453184,0.0024835027,0.02,0.00025274645,0.0040650405,0.001169798,0.011686143,0.0016761232,0.020408163,0.00091438735,0.011952192,0.00052791875,0.006153846,203654
Sympathy,9,125138,0.0022095241127272733,0.0024970488,0.03631285,0.0048295506,0.052997395,0.0031756202,0.040139176,0.0039191036,0.048189748,0.0020561013,0.027694782,0.0032611284,0.040951338,0.0032611284,0.040951338,0.0032611284,0.040951338,0.0017942656,0.025039958,0.0021171863,0.025457438,0.003550497,0.0436803,0.0047900463,0.05872,0.002604482,0.03274686,0.005240495,0.0658418,0.003418208,0.044623148,0.0024512114,0.03215434,0.0063215108,0.077972315,0.0015122826,0.015564202,0.0044224286,0.052375153,0.00093581434,0.011778563,0.0007091533,0.007394767,0.00093694805,0.011128776,0.0034995633,0.04017857,0.00077210227,0.009296149,0.00016805128,0.0025062656,0.0,0.0,0.0009168289,0.011013215,0.0,0.0,0.0011530904,0.02,0.0002610123,0.0020325202,0.0005813461,0.008347246,0.0021258222,0.024489796,0.0005060507,0.003984064,0.00039907024,0.003076923,125138
Sympathy,10,7987,0.002127394566666667,0.0006288111,0.015163607,0.0028672265,0.060816683,0.0024720724,0.051686753,0.0025610798,0.05308402,0.0018827721,0.04102505,0.0023215152,0.048825033,0.0023215152,0.048825033,0.0023215152,0.048825033,0.0018792307,0.041022908,0.0019529827,0.044550516,0.0021663597,0.045539033,0.002296258,0.04752,0.0023316187,0.0481149,0.0015162771,0.03203712,0.0027847858,0.05802586,0.0020787562,0.044614147,0.0026055553,0.053949513,0.0011676735,0.02918288,0.003675376,0.07795372,0.0007079452,0.017667845,0.0021004218,0.045506258,0.0011854374,0.025437202,0.0013511017,0.03125,0.0027189394,0.05312085,0.00042829278,0.007518797,0.001280615,0.020746889,0.0005132089,0.011013215,0.00012788833,0.0037453184,0.00049241795,0.01,0.00024220074,0.0040650405,0.0006738209,0.01836394,0.0003654096,0.008163265,0.00033169833,0.007968128,0.00040798407,0.009230769,7987
Sympathy,11,222088,0.00208558153030303,0.00022624499,0.0035913808,0.00015236955,0.0017376195,0.00076711894,0.008068176,0.00085691415,0.008910083,0.00028428162,0.0035623994,0.0006546718,0.007021389,0.0006546718,0.007021389,0.0006546718,0.007021389,0.00042519683,0.0047948854,0.00049635815,0.0055688145,0.0013251646,0.012081784,0.00021172642,0.00208,0.0005804994,0.0061759427,0.0002163061,0.0022094564,0.0001032124,0.0011037528,8.322402e-05,0.0008038585,8.601533e-05,0.0008143322,0.0,0.0,0.0038839576,0.041412912,0.0005074539,0.0047114254,0.00070642604,0.0068259384,0.00044437006,0.004769475,0.0004606114,0.004464286,0.0001284563,0.0013280213,0.0013119505,0.012531328,0.0004706754,0.008298756,0.0009829876,0.011013215,0.0013177226,0.011235955,0.0033456404,0.04,0.017489254,0.18902439,0.002490883,0.028380634,0.0016819652,0.012244898,0.008518312,0.07569721,0.011711054,0.12,222088
Sympathy,12,54220,0.0020069051484848483,0.00271075,0.057462092,0.003591269,0.06907038,0.002473979,0.047501385,0.002341723,0.046119094,0.003079945,0.058607217,0.0026024494,0.050529648,0.0026024494,0.050529648,0.0026024494,0.050529648,0.003275785,0.059669685,0.0037209254,0.06921241,0.0038999785,0.07434944,0.0019782959,0.04112,0.0022574186,0.045601435,0.002598553,0.047061425,0.00428301,0.079785556,0.0032106678,0.06109325,0.0027105592,0.05313518,0.002666824,0.04474708,0.004489947,0.084043846,0.0020119117,0.037691403,0.0018993976,0.03924915,0.0016358426,0.030206677,0.002956219,0.0625,0.001604503,0.03187251,0.001222552,0.02255639,0.002311783,0.041493777,0.0017420577,0.037444934,0.0011444187,0.018726591,0.0021373194,0.04,0.0019943079,0.034552846,0.0018979383,0.031719532,0.0030649744,0.04897959,0.0010610082,0.023904383,0.002649116,0.036923077,54220
Sympathy,13,144867,0.0019563972418181817,0.005686588,0.15921788,0.0020959012,0.060382277,0.0026859127,0.07604256,0.0025544972,0.0747945,0.003634648,0.09813836,0.002935982,0.08303908,0.002935982,0.08303908,0.002935982,0.08303908,0.0046424908,0.12892914,0.0050544143,0.13842481,0.003234568,0.08921933,0.0023424956,0.06992,0.0022590442,0.06513465,0.0025383353,0.07534247,0.004429326,0.12062441,0.0037742152,0.107717045,0.00314791,0.09181596,0.0024792762,0.06809338,0.0045070727,0.11936662,0.0015106874,0.043580685,0.0015771699,0.044368602,0.0017906111,0.050874405,0.0020889607,0.0625,0.0026453128,0.07436919,0.0017231404,0.050125312,0.00068459735,0.020746889,0.0012752538,0.033039648,0.0009347145,0.026217228,0.0060146893,0.16,0.00047861369,0.014227643,0.0014069892,0.043405674,0.0012347464,0.040816326,0.00038146958,0.011952192,0.0010577653,0.03076923,144867
Sympathy,14,98207,0.0018161028851515146,0.0017624088,0.028731046,0.0031370942,0.045178104,0.0023299677,0.033684634,0.0028404025,0.041224822,0.0014452187,0.021489313,0.002347651,0.034254637,0.002347651,0.034254637,0.002347651,0.034254637,0.0014668375,0.021310601,0.0014437422,0.023070803,0.002526628,0.034386616,0.0034299705,0.05008,0.0018500491,0.027289048,0.003600285,0.053247903,0.0025156266,0.0367392,0.0017138536,0.026125401,0.004492583,0.06575733,0.0011783689,0.015564202,0.0033670815,0.042630937,0.00075007894,0.008244994,0.000453911,0.0068259384,0.00093775475,0.011128776,0.001981664,0.03125,0.0004505628,0.0066401064,0.00022308184,0.0025062656,0.0,0.0,0.00061566156,0.011013215,0.0,0.0,0.0007892278,0.0125,9.622556e-05,0.0020325202,0.0003157796,0.0050083473,0.0013860251,0.020408163,0.00022696707,0.003984064,0.00017936497,0.003076923,98207
Sympathy,15,154186,0.001763780899212121,0.00034820428,0.006783719,0.00016431932,0.003040834,0.0009143187,0.013514195,0.001017378,0.01518479,0.0003641427,0.0057458053,0.00078666816,0.01185113,0.00078666816,0.01185113,0.00078666816,0.01185113,0.00076861633,0.015982952,0.0008542313,0.018297534,0.0015905459,0.023234202,0.0003422423,0.00656,0.0007891253,0.012639138,0.00030941423,0.0057445867,0.00024126147,0.005361085,0.00021807657,0.004421222,0.000112435606,0.0022394138,0.00011343825,0.0038910506,0.0034746607,0.042630937,0.0005233953,0.009422851,0.0009167415,0.015358361,0.0003810397,0.0063593006,0.0005526386,0.013392857,0.00011503909,0.0013280213,0.0012969767,0.01754386,0.0008068952,0.016597511,0.0009812297,0.013215859,0.0011754725,0.014981274,0.0031162286,0.04,0.016040603,0.18699187,0.002172466,0.026711185,0.0012088348,0.012244898,0.006902455,0.07569721,0.009761263,0.12,154186
Sympathy,16,85522,0.00172894531939394,0.004475949,0.09297685,0.00820845,0.1524761,0.0040451675,0.08199284,0.0038726735,0.07993976,0.0055864733,0.10756148,0.0044779526,0.0896952,0.0044779526,0.0896952,0.0044779526,0.0896952,0.003803087,0.07565264,0.0044360226,0.0795545,0.006204667,0.11895911,0.0045687268,0.0912,0.0049116826,0.098025136,0.0038512382,0.07512152,0.005786988,0.10801009,0.0051134923,0.09003215,0.0048103766,0.0960912,0.004674694,0.07587548,0.005638548,0.10840438,0.0043778014,0.08244994,0.004019033,0.07622298,0.0022771445,0.046104927,0.0055187535,0.10714286,0.0026009292,0.059760958,0.0021230343,0.03508772,0.004088988,0.066390045,0.0022739877,0.039647575,0.0026353176,0.04868914,0.002634511,0.045,0.0010225167,0.018292682,0.0024551563,0.046744574,0.0024868883,0.053061225,0.0021241193,0.043824703,0.00059516146,0.012307692,85522
Sympathy,17,73694,0.0016945268139393938,0.00393478,0.11971269,0.0025180194,0.071676806,0.0015234661,0.045686048,0.0018678989,0.05672335,0.0018501701,0.053665824,0.0018616389,0.05564349,0.0018616389,0.05564349,0.0018616389,0.05564349,0.0024913896,0.07192328,0.007508377,0.19411297,0.0021266823,0.060408924,0.0016356682,0.05184,0.0015648658,0.048043087,0.0019057113,0.060539108,0.0028721062,0.081677705,0.0035845456,0.096463025,0.0022548146,0.06820033,0.0021944998,0.060311284,0.003709115,0.10353228,0.001169911,0.036513545,0.0013374443,0.04152446,0.0011829087,0.036565978,0.00250698,0.07589286,0.0021990503,0.06374502,0.0008188294,0.02255639,0.00080783264,0.024896266,0.0014127654,0.039647575,0.00091809867,0.029962547,0.0031274746,0.0875,0.0021972107,0.05894309,0.001600543,0.05175292,0.0008070305,0.028571429,0.0002608488,0.007968128,0.00071657053,0.024615385,73694
Sympathy,18,166335,0.001676997174393939,0.0031412474,0.041101355,0.001022005,0.013466551,0.0019560517,0.022086632,0.0016846522,0.019765327,0.0025473193,0.02953344,0.00198933,0.023215229,0.00198933,0.023215229,0.00198933,0.023215229,0.0017435467,0.022376131,0.0037321888,0.040572792,0.0024257402,0.026951673,0.0018713163,0.02064,0.0016610578,0.019533213,0.0012589389,0.015024304,0.0035167818,0.040365815,0.0028821842,0.033762056,0.0023752265,0.026872965,0.0017804318,0.023346303,0.0031732244,0.03775883,0.0012841101,0.014134276,0.0011653495,0.013651877,0.00065046275,0.00953895,0.0007202441,0.008928572,0.0020505886,0.027888447,0.00028071224,0.0025062656,0.00037291966,0.004149378,0.00030484973,0.004405286,0.000115990995,0.0037453184,0.0014799659,0.02,0.00013307181,0.0020325202,0.000947341,0.011686143,0.00030321346,0.0040816325,0.0,0.0,0.0,0.0,166335
Sympathy,19,234257,0.0016766788615151516,0.0010873348,0.019553073,0.0013956224,0.021720244,0.0012865971,0.019615753,0.0010728525,0.017067201,0.00164951,0.02482188,0.0012765161,0.019806,0.0012765161,0.019806,0.0012765161,0.019806,0.001034812,0.018114012,0.0009792488,0.015115354,0.0015118929,0.024163568,0.001049186,0.016,0.0012973321,0.019964093,0.0009800871,0.016349979,0.001097174,0.018133081,0.0011292455,0.018488746,0.00059132354,0.009771987,0.00120307,0.015564202,0.0027256797,0.03897686,0.0013578128,0.017667845,0.0008881425,0.013083049,0.0011772697,0.020667726,0.0007777558,0.017857144,0.0020486882,0.025232404,0.00089455623,0.01754386,0.0,0.0,0.0012180507,0.019823788,0.00052852964,0.007490637,0.00068420306,0.01,0.0007438757,0.014227643,0.0009954504,0.016694492,0.0009484835,0.012244898,0.0,0.0,0.0011593724,0.018461538,234257
Sympathy,20,107345,0.001648080653030303,0.0005595946,0.008778931,0.00014678025,0.003040834,0.0011406762,0.017296152,0.00088587194,0.013616113,0.0011770678,0.017811997,0.0009887165,0.015098016,0.0009887165,0.015098016,0.0009887165,0.015098016,0.0011378119,0.017581247,0.0049656336,0.06682578,0.0019104882,0.026022306,0.0008916563,0.0128,0.00089027605,0.013429085,0.00075913937,0.012372957,0.0020188964,0.030116683,0.0019168946,0.029340835,0.0014583786,0.02198697,0.00088155793,0.013618677,0.0026333178,0.035322778,0.00039395576,0.0058892816,0.00072610663,0.009101251,0.00018780504,0.004769475,0.0008610668,0.013392857,0.0010242619,0.013280213,0.0007338569,0.007518797,0.0009874257,0.020746889,0.00029131817,0.0066079297,0.00043380534,0.007490637,0.00081854686,0.0125,0.0010561605,0.014227643,0.00082586106,0.010016695,0.0,0.0,0.0,0.0,0.00046578195,0.006153846,107345
Doubt/Confusion,1,190035,0.003192204073636365,0.0030212433,0.047885075,0.0012738402,0.023457862,0.002051015,0.0309112,0.0014525752,0.022400703,0.003220824,0.049413927,0.002077084,0.03194123,0.002077084,0.03194123,0.002077084,0.03194123,0.0015933306,0.03143314,0.0010139529,0.026252983,0.0006901797,0.01858736,0.0006803956,0.01232,0.0008358989,0.016660683,0.00037306437,0.010605391,0.0005952006,0.015767897,0.0009971518,0.023713827,0.0005955675,0.014250814,0.006630494,0.10311284,0.0016019731,0.031668697,0.011099905,0.14369847,0.0043450417,0.05972696,0.019368844,0.2527822,0.0074523273,0.09821428,0.0031447224,0.046480745,0.028935507,0.3283208,0.020916693,0.25726143,0.023290498,0.26211452,0.031745523,0.3220974,0.0066858064,0.095,0.016821159,0.23780487,0.013795915,0.163606,0.009387999,0.13061224,0.017454986,0.2430279,0.02475115,0.30769232,190035
Doubt/Confusion,2,6331,0.0030273795536363626,0.0032626553,0.045091778,0.0034543124,0.05082537,0.0010894908,0.017649135,0.0013824427,0.021522244,0.0018043849,0.027235119,0.0015314637,0.023539916,0.0015314637,0.023539916,0.0015314637,0.023539916,0.0015021382,0.022908898,0.00078816974,0.01750199,0.0023340264,0.034386616,0.0015996987,0.02336,0.0020164573,0.030448833,0.0016405954,0.022757402,0.0011479242,0.020340586,0.0013803914,0.026125401,0.00076909096,0.012825733,0.001999774,0.027237354,0.001149103,0.017052375,0.004911873,0.062426385,0.0023560564,0.03526735,0.0017950139,0.033386327,0.004294168,0.05357143,0.00087585015,0.011952192,0.0034351435,0.04511278,0.004516309,0.049792532,0.0024098572,0.030837005,0.0029110564,0.033707865,0.0011872702,0.0125,0.0015855322,0.022357723,0.00214192,0.031719532,0.001606123,0.01632653,0.0007190229,0.011952192,0.00043991438,0.012307692,6331
Doubt/Confusion,3,166619,0.0027874969909090887,0.0034228642,0.07661612,0.004984513,0.108166814,0.006205894,0.13070445,0.0052522896,0.11062308,0.006827788,0.14594346,0.005808726,0.12309753,0.005808726,0.12309753,0.005808726,0.12309753,0.006357894,0.1358551,0.0034379724,0.08035004,0.004443586,0.098513015,0.0051072654,0.10896,0.006316339,0.13357271,0.0026875439,0.05943438,0.0041843997,0.094134346,0.004070142,0.092845656,0.0029503522,0.06616449,0.0074593066,0.15564202,0.003929786,0.09257004,0.007897518,0.1590106,0.012967684,0.261661,0.0064825322,0.13036565,0.0044789016,0.09375,0.0068389643,0.1434263,0.0033166627,0.0726817,0.005378725,0.099585064,0.0060856757,0.11453745,0.0017732698,0.041198503,0.004952119,0.115,0.0042389636,0.111788616,0.0050106416,0.11519199,0.0032919226,0.07755102,0.0046502342,0.10358566,0.004100283,0.10769231,166619
Doubt/Confusion,4,177048,0.002476561754545455,0.0030512784,0.060654428,0.002552273,0.051259775,0.003703271,0.06711714,0.0023439524,0.043609213,0.005700512,0.104113996,0.0035294215,0.06497829,0.0035294215,0.06497829,0.0035294215,0.06497829,0.00354302,0.06872669,0.0040939744,0.08989658,0.00628912,0.09479554,0.0030645614,0.05264,0.0040383204,0.07224417,0.0034224547,0.054573573,0.005113073,0.08940397,0.0054365126,0.10128617,0.0022850113,0.044788275,0.0040342957,0.07587548,0.004024276,0.0682095,0.007321286,0.13898705,0.0039414074,0.06996587,0.0072872634,0.13672496,0.005815146,0.09375,0.0021970177,0.043824703,0.009780533,0.18796992,0.0056702187,0.12033195,0.007211045,0.14537445,0.007162015,0.14981273,0.004726849,0.0875,0.005557604,0.1199187,0.0064827446,0.11519199,0.0041231895,0.08571429,0.00669879,0.11553785,0.009937906,0.18461539,177048
Doubt/Confusion,5,179352,0.002113592673030303,0.00055697636,0.01556265,0.00055174134,0.012163336,0.00033933818,0.008320306,0.00029540353,0.007529648,0.0005386647,0.012870604,0.00038131847,0.009415966,0.00038131847,0.009415966,0.00038131847,0.009415966,0.00047336365,0.0117208315,0.00031028994,0.008750995,0.00020496963,0.0065055764,0.00031613244,0.00704,0.00021632343,0.0057450626,0.0001740673,0.0046398584,0.000211298,0.0063071586,0.00033095732,0.010450161,0.00014754002,0.0044788276,0.0008163286,0.023346303,0.000331462,0.009744215,0.0029666612,0.058892816,0.00078436924,0.01934016,0.0018228531,0.047694754,0.0007365611,0.02232143,0.0008212207,0.018592298,0.003255139,0.07017544,0.0018083069,0.049792532,0.0017409035,0.04185022,0.0007748687,0.018726591,0.000699393,0.0175,0.0019606238,0.048780486,0.0018700216,0.041736227,0.0007636019,0.020408163,0.0014742432,0.035856575,0.0026803438,0.06153846,179352
Doubt/Confusion,6,82663,0.0016734633672727279,0.0014339433,0.032322425,0.00036653187,0.009122502,0.00048123894,0.011547577,0.0003702287,0.009098325,0.00092856074,0.021374397,0.00056742027,0.013433986,0.00056742027,0.013433986,0.00056742027,0.013433986,0.0003732683,0.010655301,0.00024676538,0.0071599046,0.00014670844,0.003717472,0.0002212609,0.0056,0.00020079965,0.005529623,0.00010347474,0.0030932392,0.000103335,0.0029959003,0.00014562425,0.004421222,0.00010971707,0.003053746,0.0012506461,0.02918288,0.00028798165,0.008526187,0.0038173408,0.09187279,0.0012915429,0.030147895,0.0030473692,0.082670905,0.0012078799,0.03125,0.00095377304,0.022576362,0.010560223,0.22807017,0.008039603,0.1493776,0.009019501,0.18061674,0.011607883,0.21348314,0.0012113147,0.03,0.0033782152,0.093495935,0.003707807,0.085141905,0.001295915,0.036734693,0.0021874472,0.05179283,0.0047671353,0.11692308,82663
Doubt/Confusion,7,244408,0.0016146438419090913,0.0010326239,0.018355945,0.00043960699,0.0078192875,0.00058269943,0.011547577,0.0005096364,0.009725795,0.0008082245,0.015858423,0.0006150916,0.011891716,0.0006150916,0.011891716,0.0006150916,0.011891716,0.00020899507,0.0053276503,0.0003643265,0.00795545,2.8198157e-05,0.000929368,0.00018635929,0.00432,0.00022403801,0.0050987434,3.869813e-05,0.0011047282,0.00020557232,0.00457269,0.00020758685,0.004823151,0.00017952907,0.0036644952,0.0023421694,0.04085603,0.0013299985,0.024360536,0.004399184,0.07302709,0.0012492822,0.025028441,0.007300709,0.12400636,0.0052689174,0.08035714,0.0009964016,0.017264277,0.0071548005,0.12781955,0.004683857,0.08713693,0.00405131,0.081497796,0.0037079037,0.07865169,0.0045613544,0.075,0.010793058,0.18292683,0.0060215793,0.10350584,0.0025380203,0.04489796,0.0086663915,0.14741036,0.014362703,0.25846153,244408
Doubt/Confusion,8,84953,0.0015924828963636366,0.0008779196,0.023543496,0.00063561153,0.017376194,0.000896,0.02329686,0.00073069806,0.019137856,0.0011246493,0.029418524,0.0008698331,0.02276878,0.0008698331,0.02276878,0.0008698331,0.02276878,0.0008931652,0.026105488,0.0014561148,0.038981702,0.000575198,0.016728625,0.0004374711,0.01168,0.0005577894,0.01529623,0.00044774878,0.013477685,0.0006363982,0.018606119,0.000953252,0.026125401,0.00045451545,0.0130293155,0.0012352882,0.03307393,0.0011860199,0.036540803,0.003535952,0.0836278,0.0015515222,0.036405005,0.0035671217,0.08744038,0.0011244469,0.026785715,0.0019298252,0.05046481,0.0062658964,0.1528822,0.003982605,0.09543569,0.0042595356,0.105726875,0.0044616777,0.10861423,0.0014092204,0.045,0.005027688,0.11788618,0.0035926814,0.08013356,0.0013754193,0.028571429,0.004176907,0.10358566,0.0057025948,0.1323077,84953
Doubt/Confusion,9,190765,0.0013470917636363633,0.0037758634,0.10774142,0.0052160244,0.14465682,0.00300834,0.08557309,0.0028164338,0.08106921,0.004164841,0.11583544,0.0032926633,0.093347944,0.0032926633,0.093347944,0.0032926633,0.093347944,0.0037094548,0.10495471,0.0032560031,0.093874305,0.004240646,0.12174721,0.003164204,0.09168,0.0036938041,0.10262118,0.002810721,0.08219178,0.0037417759,0.10832545,0.0032525144,0.09565917,0.0028141593,0.083469056,0.0026426765,0.07003891,0.0044093877,0.13032886,0.0044318475,0.11660777,0.0030620217,0.08418658,0.0030175739,0.08426073,0.0026208472,0.084821425,0.0029388026,0.08632138,0.003043136,0.0802005,0.0034496214,0.10788382,0.0027203588,0.081497796,0.0024471094,0.074906364,0.001793623,0.055,0.0019463059,0.05691057,0.002847153,0.081803,0.001918176,0.053061225,0.001976406,0.05179283,0.0014209651,0.04307692,190765
Doubt/Confusion,10,82295,0.0013005008981818176,0.001825471,0.045889866,0.0034316145,0.080799304,0.002241626,0.05279613,0.00038968556,0.011168978,0.0058282623,0.13445185,0.002310479,0.054710012,0.002310479,0.054710012,0.002310479,0.054710012,0.0037138723,0.082578585,0.0025730657,0.06841686,0.0018020845,0.04739777,0.0015486793,0.04048,0.0019090588,0.047396768,0.0014754118,0.036456034,0.0019255681,0.049353518,0.0026901711,0.06551447,0.0016849178,0.04336319,0.0032946577,0.08171206,0.0028080104,0.06699147,0.0053222855,0.11071849,0.0033135787,0.07679181,0.008856616,0.17011128,0.0038311654,0.07589286,0.0037040059,0.08499336,0.0076248646,0.16290727,0.0054359785,0.12033195,0.004964823,0.116740085,0.0049855886,0.123595506,0.005331024,0.11,0.009794318,0.18699187,0.0061508743,0.12687813,0.0045012417,0.093877554,0.0071830903,0.15139443,0.010968129,0.21538462,82295
Doubt/Confusion,11,81067,0.0012935182000000014,0.0042394563,0.050678372,0.0042269262,0.04387489,0.0045638196,0.047249258,0.003479938,0.03702077,0.0063663297,0.06607676,0.0044993544,0.047282763,0.0044993544,0.047282763,0.0044993544,0.047282763,0.0063954787,0.06393181,0.0074413484,0.0795545,0.006286242,0.065055765,0.0036685276,0.03904,0.005169724,0.053931776,0.0035613852,0.03866549,0.0066923127,0.07079785,0.007832167,0.08118971,0.00318091,0.03399837,0.005318019,0.056420233,0.002973972,0.031668697,0.0062598167,0.0647821,0.0050031445,0.051763367,0.005088655,0.057233706,0.005984064,0.05357143,0.0016826774,0.01992032,0.004649261,0.055137843,0.00604946,0.07053942,0.0057262965,0.06387665,0.0045290417,0.04868914,0.0047196494,0.0475,0.005905491,0.06910569,0.0044808984,0.04841402,0.002943168,0.036734693,0.0053070807,0.055776894,0.0069243433,0.083076924,81067
Doubt/Confusion,12,173121,0.0012166703272727263,0.0034405307,0.08938547,0.003240697,0.088184185,0.0026794649,0.070293985,0.002345728,0.06287256,0.0036583077,0.09411629,0.0028093045,0.07390722,0.0028093045,0.07390722,0.0028093045,0.07390722,0.0033035886,0.090570055,0.0032744226,0.08830549,0.003627166,0.091078065,0.002440415,0.0632,0.0029843792,0.07770198,0.0017424775,0.047061425,0.0031286073,0.082466096,0.002552783,0.07114148,0.0017621357,0.047638435,0.0025114669,0.07003891,0.003294659,0.08769793,0.004028227,0.104829215,0.0034834105,0.092150174,0.0030790388,0.07472178,0.0037463445,0.10714286,0.0037162022,0.096945554,0.002342818,0.065162905,0.0035865412,0.10373444,0.002673004,0.07268722,0.0014001639,0.041198503,0.0021435984,0.0575,0.0022255438,0.05284553,0.0023702541,0.06677797,0.0025437383,0.06530612,0.0031444458,0.07968128,0.0019115241,0.04923077,173121
Doubt/Confusion,13,224218,0.0011988719242424244,0.00086072896,0.015961692,0.0005348676,0.011294526,0.0013376843,0.025162624,0.0016210251,0.030055845,0.0004690396,0.009882785,0.0012141668,0.022931125,0.0012141668,0.022931125,0.0012141668,0.022931125,0.001122206,0.022376131,0.0012559107,0.025457438,0.001903734,0.03345725,0.0008104994,0.01664,0.0007925962,0.015870737,0.0011490887,0.02231551,0.0011533609,0.022390414,0.0008076547,0.014067524,0.00072899624,0.013232899,0.0015661702,0.02918288,0.0020232252,0.032886725,0.003126285,0.06007067,0.0018640995,0.036405005,0.0029821023,0.06200318,0.001541962,0.03125,0.0019129496,0.033200532,0.004645956,0.082706764,0.0036201086,0.058091287,0.0043732696,0.081497796,0.0054780105,0.08988764,0.002225034,0.04,0.0031734935,0.06504065,0.0030500279,0.061769616,0.0018352862,0.036734693,0.0022032263,0.055776894,0.0029198173,0.064615384,224218
