type,rank,feature_id,score,Kid_mean,Kid_var,Teenager_mean,Teenager_var,Adult_mean,Adult_var,Male_mean,Male_var,Female_mean,Female_var,Valence_mean,Valence_var,Arousal_mean,Arousal_var,Dominance_mean,Dominance_var,Peace_mean,Peace_var,Affection_mean,Affection_var,Esteem_mean,Esteem_var,Anticipation_mean,Anticipation_var,Engagement_mean,Engagement_var,Confidence_mean,Confidence_var,Happiness_mean,Happiness_var,Pleasure_mean,Pleasure_var,Excitement_mean,Excitement_var,Surprise_mean,Surprise_var,Sympathy_mean,Sympathy_var,Doubt/Confusion_mean,Doubt/Confusion_var,Disconnection_mean,Disconnection_var,Fatigue_mean,Fatigue_var,Embarrassment_mean,Embarrassment_var,Yearning_mean,Yearning_var,Disapproval_mean,Disapproval_var,Aversion_mean,Aversion_var,Annoyance_mean,Annoyance_var,Anger_mean,Anger_var,Sensitivity_mean,Sensitivity_var,Sadness_mean,Sadness_var,Disquietment_mean,Disquietment_var,Fear_mean,Fear_var,Pain_mean,Pain_var,Suffering_mean,Suffering_var,feat
shared,1,181174,0.023455415,0.03811212,0.64644855,0.036667496,0.62076455,0.032657422,0.56865513,0.03420212,0.5948422,0.032460008,0.55688345,0.03358681,0.5814359,0.03358681,0.5814359,0.03358681,0.5814359,0.0311529,0.55993605,0.034818158,0.5831345,0.032885365,0.5464684,0.038156006,0.6408,0.034893405,0.5928905,0.040772356,0.6767565,0.033412755,0.5621255,0.036808405,0.6085209,0.041075174,0.66795605,0.03227125,0.577821,0.026971,0.4859927,0.029015196,0.5159011,0.028215222,0.50511944,0.03364771,0.60413355,0.030852601,0.55803573,0.026022445,0.49535194,0.027076855,0.5162907,0.028629508,0.55186725,0.028196761,0.5220264,0.032143157,0.60299623,0.028392946,0.53,0.023455415,0.44512194,0.029849967,0.5542571,0.03546482,0.6122449,0.031208908,0.52191234,0.026196325,0.48307693,181174
shared,2,201998,0.009722269,0.019363241,0.47047088,0.015949422,0.39921808,0.011531055,0.2851596,0.011686091,0.2969191,0.014671445,0.34716156,0.012740454,0.31466374,0.012740454,0.31466374,0.012740454,0.31466374,0.012377883,0.29781565,0.017766539,0.39379475,0.013740043,0.3169145,0.013202244,0.33744,0.013217066,0.32596052,0.012858957,0.32832524,0.015150381,0.3561968,0.015514601,0.3597267,0.014212161,0.3629886,0.014544951,0.34241244,0.013325791,0.30572474,0.015097902,0.33804476,0.011012875,0.26564276,0.016503666,0.38473767,0.011195207,0.26785713,0.009722269,0.2430279,0.018518629,0.3934837,0.01696886,0.39419088,0.016497035,0.37885463,0.016798455,0.40449437,0.012442641,0.31,0.015077511,0.34552845,0.014512838,0.3338898,0.015625918,0.35510203,0.015313523,0.34661356,0.017052826,0.3723077,201998
shared,3,206810,0.009488954,0.016739702,0.42577812,0.019893324,0.48783666,0.019246692,0.46033987,0.020653212,0.49168602,0.016119897,0.40025282,0.019052135,0.45939365,0.019052135,0.45939365,0.019052135,0.45939365,0.01687533,0.41875333,0.015489933,0.4017502,0.01901251,0.46096656,0.02226912,0.5232,0.019295897,0.46398565,0.02431983,0.5603182,0.01642707,0.40649638,0.016827501,0.4220257,0.022432398,0.52789086,0.0147183975,0.36381322,0.014832427,0.36906213,0.012168546,0.3074205,0.01569337,0.3953356,0.016030716,0.39586645,0.012775931,0.33035713,0.017453298,0.42629483,0.009499728,0.24561404,0.010129785,0.27385893,0.0113198105,0.27753305,0.010958259,0.29588014,0.01578889,0.3825,0.0107845105,0.29674795,0.015086645,0.36894825,0.01594079,0.40408164,0.009488954,0.23505977,0.010411153,0.27076924,206810
shared,4,197912,0.0073255473,0.010950686,0.24261771,0.0090011535,0.22024326,0.009041207,0.21264687,0.009518076,0.2235678,0.008707162,0.2032866,0.009231681,0.21640489,0.009231681,0.21640489,0.009231681,0.21640489,0.0095003955,0.21843368,0.011301489,0.24980111,0.009377812,0.22583643,0.009476976,0.22704,0.0098167015,0.229228,0.009876085,0.23596995,0.009281894,0.21113214,0.0106006535,0.23874599,0.01037671,0.24307817,0.0083450535,0.2003891,0.007528613,0.18392205,0.00952369,0.23321554,0.009089737,0.20591581,0.009608232,0.23529412,0.007647723,0.19642857,0.009714569,0.21646747,0.0077923187,0.1904762,0.008529233,0.20746888,0.0073255473,0.19162996,0.007863488,0.2059925,0.008143826,0.1925,0.008789523,0.22154471,0.00868797,0.22370617,0.011438457,0.29795918,0.010784098,0.25099602,0.008733157,0.21846154,197912
shared,5,208800,0.0043604504,0.007825398,0.21109338,0.008754261,0.21980886,0.006990336,0.17961778,0.0067884875,0.17939386,0.008067109,0.1997242,0.007240069,0.18657413,0.007240069,0.18657413,0.007240069,0.18657413,0.00670521,0.17048481,0.008786829,0.2195704,0.0065179304,0.16914499,0.0072369208,0.19072,0.0076541128,0.19655296,0.006897022,0.18404773,0.008464165,0.2128666,0.008134744,0.20377813,0.0076641315,0.20765473,0.0073885666,0.18287937,0.0075272806,0.1863581,0.0066770837,0.15547703,0.0064874757,0.16609783,0.0053341286,0.14149444,0.0051129907,0.12946428,0.0054261917,0.13280213,0.0045734774,0.11278196,0.0065702633,0.15352698,0.0047958116,0.11453745,0.0043604504,0.11985019,0.0058446,0.15,0.0067168754,0.17276423,0.006475408,0.16026711,0.0056980764,0.15102041,0.0046999007,0.12350598,0.004639763,0.12307692,208800
shared,6,248789,0.0034147755,0.018373411,0.31444532,0.018194286,0.30755866,0.0142347105,0.25626543,0.015530986,0.27627534,0.014099998,0.24994254,0.015025605,0.26697513,0.015025605,0.26697513,0.015025605,0.26697513,0.015778698,0.28289825,0.012973436,0.22434367,0.013669997,0.25,0.015240277,0.27568,0.013845094,0.24998204,0.014178002,0.2662395,0.015449789,0.26773888,0.013572294,0.24557878,0.016085614,0.2837948,0.01072401,0.21206225,0.017855769,0.3045067,0.011556041,0.21201414,0.01519111,0.27246872,0.012227945,0.21621622,0.014066698,0.2544643,0.016700407,0.29216468,0.0060398784,0.120300755,0.008931205,0.16182573,0.007457514,0.1431718,0.0034147755,0.06741573,0.01598894,0.27,0.005075257,0.103658535,0.009490039,0.17863105,0.008902128,0.18775511,0.005905131,0.11155379,0.0046603084,0.092307694,248789
shared,7,139281,0.0033280356,0.0038408833,0.102553874,0.003348637,0.09643788,0.0040187384,0.1112904,0.0038536794,0.10817594,0.004092543,0.1105493,0.0039380416,0.10901416,0.0039380416,0.10901416,0.0039380416,0.10901416,0.003849831,0.10761854,0.005169006,0.12887828,0.0041885176,0.11431227,0.0036913776,0.10608,0.004168877,0.11547577,0.0036574295,0.10428634,0.0040135253,0.10990224,0.004432211,0.11655948,0.0037048333,0.10484528,0.003904138,0.11673152,0.004140703,0.11327649,0.0041624843,0.109540634,0.0041979696,0.11149033,0.003509155,0.10174881,0.003986934,0.116071425,0.0033280356,0.09163347,0.004902779,0.13032581,0.005079107,0.15767635,0.005034681,0.1431718,0.0055759605,0.14981273,0.004276161,0.1225,0.0050558406,0.13821138,0.004055784,0.11686143,0.004287081,0.13061224,0.0050925845,0.13545817,0.004267712,0.12615384,139281
shared,8,260176,0.0030470702,0.0065166317,0.12889066,0.0058676633,0.12728062,0.0049423506,0.107256316,0.005113228,0.111564286,0.005327546,0.11089405,0.005188921,0.11132757,0.005188921,0.11132757,0.005188921,0.11132757,0.0060530617,0.11720831,0.0052577876,0.108989656,0.0043487004,0.09293681,0.0051896465,0.11584,0.004730204,0.10312388,0.005201466,0.12063632,0.0046986463,0.098076314,0.0043387916,0.0920418,0.0052488865,0.12072475,0.0053949114,0.09533074,0.0055711754,0.12180268,0.0037372804,0.08127209,0.0040548267,0.08248009,0.005139001,0.11605723,0.0059985863,0.125,0.007609431,0.15670651,0.0036855259,0.085213035,0.0047191516,0.08713693,0.0035192615,0.081497796,0.003314481,0.08988764,0.007727565,0.1475,0.0030470702,0.05894309,0.00430376,0.09682804,0.0044346484,0.08979592,0.003287073,0.059760958,0.004046465,0.07692308,260176
shared,9,238816,0.0026103102,0.004084161,0.06264964,0.004026937,0.056038227,0.004725735,0.06701629,0.0043609003,0.06368827,0.005024281,0.06894967,0.0045951945,0.06554649,0.0045951945,0.06554649,0.0045951945,0.06554649,0.0055183633,0.0777837,0.0052052583,0.07319014,0.0046164393,0.059479553,0.0041215066,0.05824,0.0045042746,0.06355476,0.003776584,0.05700398,0.004884758,0.0674866,0.004074607,0.05868167,0.0038512184,0.058021173,0.0035928213,0.04863813,0.005821489,0.07795372,0.004838846,0.07067138,0.0043921256,0.06712173,0.003898928,0.06200318,0.0026103102,0.04464286,0.0045609153,0.06905711,0.00355776,0.05263158,0.0036620218,0.05394191,0.0035249481,0.05506608,0.0027905933,0.04494382,0.006313777,0.0825,0.0056557166,0.083333336,0.0044820923,0.065108515,0.0046308734,0.06938776,0.0053193695,0.07968128,0.0036828066,0.055384614,238816
shared,10,224895,0.002427678,0.059651848,0.7027135,0.0062279166,0.10642919,0.002427678,0.038475115,0.008100701,0.1058543,0.009522716,0.12433923,0.008602924,0.11238281,0.008602924,0.11238281,0.008602924,0.11238281,0.012725741,0.15077251,0.014279723,0.19809069,0.0051370715,0.08178439,0.007775319,0.10672,0.007349863,0.099605024,0.005844897,0.08108705,0.011511563,0.14758751,0.011771275,0.15192926,0.009526193,0.1262215,0.011745285,0.14396887,0.010299979,0.13763703,0.0064388067,0.09305065,0.00564936,0.084755406,0.0046379557,0.0699523,0.0058932835,0.07589286,0.008209154,0.098273575,0.006449967,0.0877193,0.005951843,0.09128631,0.006021941,0.07268722,0.0062023397,0.07116105,0.024048721,0.2675,0.0045736628,0.06300813,0.0049079545,0.06844741,0.0072018146,0.10204082,0.0040575615,0.059760958,0.0049790707,0.064615384,224895
shared,11,182504,0.002393459,0.0034714448,0.0830008,0.007191924,0.14465682,0.005077856,0.104987144,0.004692368,0.09832466,0.0058804927,0.12135141,0.005111988,0.10645724,0.005111988,0.10645724,0.005111988,0.10645724,0.005573879,0.10921684,0.0061197984,0.12490056,0.007113488,0.14126395,0.0041362084,0.09392,0.004694838,0.10290844,0.0044036577,0.08882015,0.008294879,0.1635131,0.00692866,0.14670418,0.0054237247,0.11095277,0.0048708892,0.101167314,0.008730503,0.17052375,0.0026962718,0.071849234,0.004532351,0.105802044,0.0033419435,0.07154213,0.005150679,0.11160714,0.0042415936,0.087649405,0.0027428092,0.067669176,0.003686711,0.082987554,0.002681328,0.06828194,0.0028732154,0.07116105,0.003863757,0.0875,0.005670353,0.16260162,0.003045124,0.08013356,0.002393459,0.06530612,0.004896835,0.12350598,0.003538455,0.101538464,182504
shared,12,201200,0.002362127,0.0041006086,0.105347164,0.005011921,0.10425717,0.0037145198,0.07957239,0.002658345,0.060927402,0.0061032153,0.1276718,0.0038750058,0.084500186,0.0038750058,0.084500186,0.0038750058,0.084500186,0.003918393,0.09163559,0.011766692,0.23786794,0.0062662866,0.124535315,0.0031085482,0.06816,0.0038891123,0.08423699,0.002828849,0.06385329,0.008392814,0.16918953,0.009285102,0.19011255,0.0052419156,0.108102605,0.007699893,0.14980544,0.005821111,0.13032886,0.0027617752,0.06713781,0.0027984981,0.07337884,0.0024036595,0.06200318,0.002853593,0.071428575,0.002362127,0.055776894,0.0040973485,0.082706764,0.00541755,0.099585064,0.0034938757,0.081497796,0.0031944294,0.07116105,0.003403037,0.0675,0.0026449997,0.06300813,0.0032954058,0.07011686,0.0034593272,0.06530612,0.0027021188,0.059760958,0.003100389,0.06153846,201200
shared,13,253989,0.0023434015,0.006408192,0.16879489,0.0030823732,0.09252824,0.0027965656,0.08158943,0.0030389016,0.08803414,0.0034684264,0.09779361,0.0031906043,0.091480985,0.0031906043,0.091480985,0.0031906043,0.091480985,0.0040550595,0.10602024,0.0050483895,0.13126491,0.0023434015,0.063197024,0.0026960578,0.08016,0.0027605838,0.07978456,0.002515814,0.075784355,0.0034981922,0.096499525,0.003489144,0.092845656,0.0032338363,0.094462544,0.004181337,0.11089494,0.003229059,0.09013398,0.0035756577,0.10836278,0.0031809825,0.091012515,0.0064829257,0.19077902,0.0026990434,0.08035714,0.0037428886,0.1062417,0.0039261105,0.120300755,0.0033726539,0.10788382,0.0037896791,0.11894273,0.0026915225,0.086142324,0.0069416757,0.1725,0.0046549696,0.13211381,0.0033339781,0.10183639,0.0037207976,0.114285715,0.0036242995,0.11155379,0.0057448503,0.16307692,253989
shared,14,164449,0.0022394878,0.002390817,0.045889866,0.0031407503,0.04821894,0.004498591,0.074933186,0.0034452656,0.05779005,0.005461482,0.09089864,0.004157349,0.06948334,0.004157349,0.06948334,0.004157349,0.06948334,0.0062898565,0.09856153,0.019273901,0.2688942,0.006140779,0.09479554,0.0027968525,0.05056,0.0033584333,0.059102334,0.0029591937,0.049049933,0.00790905,0.12393567,0.009791099,0.1414791,0.004516873,0.0732899,0.0054782536,0.09922179,0.008553089,0.13763703,0.0030071435,0.05064782,0.0032229624,0.06313993,0.0034693272,0.05882353,0.0032638514,0.05357143,0.004445115,0.06905711,0.005018087,0.075187966,0.00424722,0.0746888,0.005352886,0.09251101,0.005609151,0.08239701,0.0041635293,0.07,0.004209556,0.067073174,0.0026052734,0.045075126,0.0031216373,0.053061225,0.0022394878,0.03984064,0.0038279316,0.06769231,164449
shared,15,177048,0.0021970177,0.0030512784,0.060654428,0.002552273,0.051259775,0.003703271,0.06711714,0.0023439524,0.043609213,0.005700512,0.104113996,0.0035294215,0.06497829,0.0035294215,0.06497829,0.0035294215,0.06497829,0.00354302,0.06872669,0.0040939744,0.08989658,0.00628912,0.09479554,0.0030645614,0.05264,0.0040383204,0.07224417,0.0034224547,0.054573573,0.005113073,0.08940397,0.0054365126,0.10128617,0.0022850113,0.044788275,0.0040342957,0.07587548,0.004024276,0.0682095,0.007321286,0.13898705,0.0039414074,0.06996587,0.0072872634,0.13672496,0.005815146,0.09375,0.0021970177,0.043824703,0.009780533,0.18796992,0.0056702187,0.12033195,0.007211045,0.14537445,0.007162015,0.14981273,0.004726849,0.0875,0.005557604,0.1199187,0.0064827446,0.11519199,0.0041231895,0.08571429,0.00669879,0.11553785,0.009937906,0.18461539,177048
shared,16,123881,0.0021725649,0.0036397548,0.11931365,0.0035523598,0.1159861,0.004513086,0.14442036,0.004353359,0.14086716,0.004299964,0.13617559,0.0043344987,0.1392102,0.0043344987,0.1392102,0.0043344987,0.1392102,0.0040453803,0.12626532,0.0031133739,0.102625296,0.0037897064,0.11988848,0.004274784,0.13872,0.0044200183,0.1421903,0.004289272,0.14030048,0.0038670485,0.124881744,0.004210614,0.1374598,0.0041514854,0.13660423,0.0048532286,0.15564202,0.003078676,0.0998782,0.004679973,0.14958775,0.005338589,0.16666667,0.0043019466,0.13354531,0.004740232,0.15625,0.0052494756,0.1686587,0.0024471285,0.085213035,0.003002426,0.09128631,0.0033804344,0.10792951,0.0034319235,0.10861423,0.0037005097,0.1275,0.0021725649,0.06910569,0.003295633,0.10350584,0.00491827,0.16734694,0.0031825798,0.10358566,0.0021881803,0.06769231,123881
shared,17,182376,0.0021233875,0.003204147,0.097765364,0.004482926,0.12250217,0.00400522,0.106499925,0.0039745774,0.1079877,0.003957013,0.10549299,0.0039683725,0.10710662,0.0039683725,0.10710662,0.0039683725,0.10710662,0.0033963714,0.09376665,0.0034232114,0.096260935,0.0038522594,0.105018586,0.0046228133,0.1224,0.0042161266,0.11360862,0.0041372455,0.11268228,0.0038218645,0.105960265,0.0039044204,0.10811897,0.0043898127,0.12235342,0.0042384723,0.10700389,0.0030891362,0.085261874,0.0033532223,0.09540636,0.0035196529,0.093287826,0.002760801,0.08108108,0.0033915134,0.09375,0.004378552,0.10491368,0.0021233875,0.06265664,0.0033914284,0.08713693,0.0033703784,0.085903086,0.0029882507,0.07865169,0.0026990985,0.075,0.002954552,0.07723577,0.0030267586,0.08681135,0.0025352759,0.073469386,0.0031683338,0.08366534,0.0029803896,0.08615384,182376
shared,18,111892,0.002103221,0.0029932891,0.057861134,0.0032969562,0.060382277,0.0031904355,0.05531743,0.0034193138,0.060676415,0.0027426693,0.04757527,0.003180337,0.056049354,0.003180337,0.056049354,0.003180337,0.056049354,0.0023420143,0.043686733,0.0036592947,0.062052507,0.0032058374,0.054832716,0.0032106848,0.06048,0.003317683,0.06010772,0.0033472585,0.058771543,0.0033713437,0.058341216,0.0034320243,0.057475884,0.0035041147,0.06188925,0.0026457426,0.046692606,0.0025267326,0.040194884,0.004186409,0.06831566,0.0032374398,0.061433446,0.003815902,0.060413353,0.0026444767,0.04910714,0.0028475155,0.049136788,0.0044274433,0.065162905,0.002103221,0.0373444,0.0024602069,0.04405286,0.0049854405,0.07116105,0.0025288023,0.05,0.0031360087,0.050813008,0.0024333952,0.045075126,0.0021304574,0.04897959,0.005464264,0.07569721,0.003877082,0.05846154,111892
shared,19,247887,0.00203756,0.002538861,0.08419792,0.0022913313,0.07298002,0.0025893666,0.082295395,0.002433532,0.07912405,0.0027813755,0.08618709,0.0025563834,0.08161857,0.0025563834,0.08161857,0.0025563834,0.08161857,0.0034161597,0.10495471,0.0031664069,0.09864757,0.0025951883,0.07992565,0.002245218,0.07152,0.002473711,0.078779176,0.0021466012,0.0682722,0.00230463,0.0734784,0.0025002824,0.08078778,0.00203756,0.06697883,0.002770416,0.083657585,0.0025160254,0.081607796,0.0032542164,0.09305065,0.0032698275,0.10409556,0.0034407869,0.10810811,0.0036488888,0.102678575,0.0033985155,0.1062417,0.003293024,0.0952381,0.0027935652,0.07883818,0.0023860543,0.07709251,0.002373268,0.07116105,0.0035637284,0.1125,0.0026830228,0.07723577,0.003195413,0.0951586,0.0025759027,0.06938776,0.0026046822,0.087649405,0.0025870632,0.08,247887
shared,20,141362,0.0018007627,0.0026828456,0.087789305,0.0031284268,0.096872285,0.0024854557,0.07720236,0.002640299,0.08169668,0.0024288027,0.07722363,0.002565602,0.08011689,0.002565602,0.08011689,0.002565602,0.08011689,0.0024323906,0.07565264,0.0025223603,0.084327765,0.003100545,0.098513015,0.0024283675,0.07472,0.002694694,0.08337522,0.0018007627,0.058108706,0.0026338894,0.084358245,0.0021830369,0.0727492,0.0022823997,0.070032574,0.0032698778,0.108949415,0.0038428444,0.12180268,0.0035964218,0.113074206,0.002230081,0.06882821,0.003011378,0.10333864,0.0023538435,0.08035714,0.0030328587,0.09428951,0.0038164766,0.12531328,0.0033409009,0.112033196,0.0035669839,0.11894273,0.0032804597,0.10861423,0.0019852177,0.0675,0.0030093642,0.101626016,0.002735543,0.09015025,0.0020864385,0.073469386,0.0035681338,0.11553785,0.003641769,0.12307692,141362
Kid,1,224895,0.051613116824242425,0.059651848,0.7027135,0.0062279166,0.10642919,0.002427678,0.038475115,0.008100701,0.1058543,0.009522716,0.12433923,0.008602924,0.11238281,0.008602924,0.11238281,0.008602924,0.11238281,0.012725741,0.15077251,0.014279723,0.19809069,0.0051370715,0.08178439,0.007775319,0.10672,0.007349863,0.099605024,0.005844897,0.08108705,0.011511563,0.14758751,0.011771275,0.15192926,0.009526193,0.1262215,0.011745285,0.14396887,0.010299979,0.13763703,0.0064388067,0.09305065,0.00564936,0.084755406,0.0046379557,0.0699523,0.0058932835,0.07589286,0.008209154,0.098273575,0.006449967,0.0877193,0.005951843,0.09128631,0.006021941,0.07268722,0.0062023397,0.07116105,0.024048721,0.2675,0.0045736628,0.06300813,0.0049079545,0.06844741,0.0072018146,0.10204082,0.0040575615,0.059760958,0.0049790707,0.064615384,224895
Kid,2,48214,0.008110799030303031,0.011486834,0.21468475,0.0031947084,0.06385752,0.0025281017,0.0504261,0.0030145042,0.05929598,0.0043935687,0.085037924,0.0035015643,0.068387516,0.0035015643,0.068387516,0.0035015643,0.068387516,0.004643625,0.088971764,0.009724528,0.16149563,0.0029717078,0.058550186,0.0028242993,0.05776,0.003383985,0.06405745,0.0016785502,0.03513036,0.0052415626,0.098707035,0.0052701696,0.09405145,0.003270412,0.061685666,0.0049960352,0.09922179,0.004793707,0.085261874,0.002541977,0.048292108,0.0030354483,0.06370876,0.0025019362,0.054054055,0.0027757187,0.05357143,0.0027433003,0.058432937,0.0017301915,0.032581452,0.0017588272,0.045643155,0.0016931223,0.033039648,0.0010178752,0.018726591,0.0054255705,0.115,0.002681331,0.050813008,0.002019829,0.038397327,0.0036843342,0.07755102,0.0020286886,0.03187251,0.0033368464,0.06153846,48214
Kid,3,171316,0.007970154986363637,0.009486275,0.18515563,0.0009079611,0.020851433,0.00045848585,0.011093742,0.0005531326,0.011921942,0.0030038708,0.062284533,0.0014186844,0.029708998,0.0014186844,0.029708998,0.0014186844,0.029708998,0.0026032957,0.053276505,0.0034206766,0.0708035,0.0007467927,0.015799256,0.0010680127,0.02368,0.0011202791,0.02448833,0.00084476895,0.019885108,0.0020206843,0.04241564,0.002017764,0.04300643,0.0013553598,0.029723126,0.0021289948,0.042801555,0.001467845,0.029232644,0.00082112325,0.016489988,0.0008492325,0.017064847,0.0009029695,0.023847377,0.0007718228,0.013392857,0.0015512186,0.03054449,0.0016020804,0.032581452,0.0009074367,0.020746889,0.0009278193,0.019823788,0.0013466426,0.02247191,0.00567662,0.095,0.0016141656,0.032520324,0.0008649474,0.023372287,0.0010869105,0.024489796,0.0010654037,0.023904383,0.0020695904,0.036923077,171316
Kid,4,183235,0.007684867786060605,0.010167105,0.20670392,0.009528545,0.20460469,0.001209354,0.029297564,0.0040302277,0.087406665,0.00082353846,0.020340152,0.0028976882,0.06372012,0.0028976882,0.06372012,0.0028976882,0.06372012,0.0020552455,0.043153968,0.001296383,0.027048528,0.0016907932,0.036245354,0.0041469466,0.09056,0.0028252073,0.06298025,0.0038880506,0.087715425,0.002509216,0.05187638,0.00263867,0.056672025,0.0045249346,0.102809444,0.0022587515,0.04863813,0.0030248333,0.05968331,0.0017052727,0.038869258,0.0020996828,0.042662118,0.0024182105,0.050874405,0.0017980309,0.04464286,0.0019256627,0.04249668,0.001749551,0.037593983,0.0024993555,0.049792532,0.0017166121,0.037444934,0.0014207223,0.029962547,0.0013118864,0.0325,0.0010454308,0.022357723,0.0026086918,0.050083473,0.003102832,0.057142857,0.00055125856,0.015936255,0.00081686664,0.02153846,183235
Kid,5,237610,0.006632965429696969,0.008079912,0.15642458,0.0010624883,0.025195483,0.00088672014,0.018808935,0.0011749868,0.024408609,0.0024767714,0.04987359,0.0016347516,0.03340233,0.0016347516,0.03340233,0.0016347516,0.03340233,0.0020384227,0.045817796,0.0030661721,0.062848054,0.0016495244,0.03810409,0.0013197928,0.02928,0.0017490927,0.034470376,0.0010436719,0.021210782,0.0021242618,0.04415011,0.00219285,0.04340836,0.0012551484,0.026465798,0.0017665953,0.031128405,0.0013747504,0.032886725,0.0020704833,0.047114253,0.0016704353,0.03526735,0.00066931266,0.0143084265,0.0014498217,0.03125,0.0012927584,0.026560426,0.00051102776,0.01754386,0.0010968328,0.033195022,0.0006794703,0.02202643,0.0013984464,0.029962547,0.002348362,0.0625,0.0009385259,0.022357723,0.0011313374,0.028380634,0.00036181236,0.012244898,0.0016832653,0.027888447,0.0003618413,0.006153846,237610
Kid,6,73249,0.006375926621212121,0.0071339025,0.14365523,0.00022398871,0.0052128583,0.00022384404,0.004941758,0.00083800044,0.017129948,0.0010890618,0.022638474,0.00092667056,0.01907545,0.00092667056,0.01907545,0.00092667056,0.01907545,0.0014009048,0.028769312,0.0019294819,0.03977725,0.00035359335,0.00929368,0.0006151429,0.01216,0.000829771,0.017019749,0.0004300006,0.007512152,0.0012470703,0.026017029,0.0014949568,0.029742766,0.000884472,0.017100977,0.00168295,0.035019454,0.00090568786,0.01948843,0.0007738821,0.016489988,0.00047104713,0.0085324235,0.00029570397,0.007949126,0.0003116264,0.008928572,0.00049719383,0.011952192,0.00030491664,0.007518797,0.000293657,0.008298756,0.0002916666,0.0066079297,0.00031596373,0.007490637,0.0035098102,0.075,7.283639e-05,0.0020325202,0.00037155452,0.008347246,0.0,0.0,0.00025144688,0.003984064,0.00032296043,0.009230769,73249
Kid,7,181174,0.006041450727272732,0.03811212,0.64644855,0.036667496,0.62076455,0.032657422,0.56865513,0.03420212,0.5948422,0.032460008,0.55688345,0.03358681,0.5814359,0.03358681,0.5814359,0.03358681,0.5814359,0.0311529,0.55993605,0.034818158,0.5831345,0.032885365,0.5464684,0.038156006,0.6408,0.034893405,0.5928905,0.040772356,0.6767565,0.033412755,0.5621255,0.036808405,0.6085209,0.041075174,0.66795605,0.03227125,0.577821,0.026971,0.4859927,0.029015196,0.5159011,0.028215222,0.50511944,0.03364771,0.60413355,0.030852601,0.55803573,0.026022445,0.49535194,0.027076855,0.5162907,0.028629508,0.55186725,0.028196761,0.5220264,0.032143157,0.60299623,0.028392946,0.53,0.023455415,0.44512194,0.029849967,0.5542571,0.03546482,0.6122449,0.031208908,0.52191234,0.026196325,0.48307693,181174
Kid,8,248789,0.005885012430303028,0.018373411,0.31444532,0.018194286,0.30755866,0.0142347105,0.25626543,0.015530986,0.27627534,0.014099998,0.24994254,0.015025605,0.26697513,0.015025605,0.26697513,0.015025605,0.26697513,0.015778698,0.28289825,0.012973436,0.22434367,0.013669997,0.25,0.015240277,0.27568,0.013845094,0.24998204,0.014178002,0.2662395,0.015449789,0.26773888,0.013572294,0.24557878,0.016085614,0.2837948,0.01072401,0.21206225,0.017855769,0.3045067,0.011556041,0.21201414,0.01519111,0.27246872,0.012227945,0.21621622,0.014066698,0.2544643,0.016700407,0.29216468,0.0060398784,0.120300755,0.008931205,0.16182573,0.007457514,0.1431718,0.0034147755,0.06741573,0.01598894,0.27,0.005075257,0.103658535,0.009490039,0.17863105,0.008902128,0.18775511,0.005905131,0.11155379,0.0046603084,0.092307694,248789
Kid,9,67193,0.005508343985454546,0.0062008803,0.15083799,0.0008831871,0.021285838,0.0001274025,0.0033281227,0.0009538184,0.023090921,0.0005628612,0.014364514,0.00081573986,0.02000893,0.00081573986,0.02000893,0.00081573986,0.02000893,0.0011822993,0.028769312,0.0010037856,0.024661893,0.0004412743,0.00929368,0.0006997441,0.01776,0.0006529029,0.016157988,0.0005333019,0.01369863,0.0011586115,0.027751498,0.0010893473,0.02733119,0.0010795852,0.025651466,0.0008960861,0.021400778,0.0010345471,0.024360536,0.00063148444,0.012956419,0.00057386863,0.015358361,0.00040071548,0.011128776,0.00066392816,0.02232143,0.00069906213,0.015936255,0.0006297084,0.012531328,0.00019940105,0.008298756,0.00050153,0.011013215,0.00038252008,0.011235955,0.0018627823,0.0475,0.0001387749,0.0040650405,0.00062072586,0.015025042,0.000549101,0.012244898,0.0,0.0,0.00025412187,0.009230769,67193
Kid,10,5000,0.0054156896396969694,0.006630708,0.18555467,0.0022209438,0.062988706,0.0005703953,0.016438909,0.00086622336,0.02522432,0.0022104892,0.061365202,0.0013409905,0.037988555,0.0013409905,0.037988555,0.0013409905,0.037988555,0.0022573483,0.05913692,0.001905548,0.054097056,0.00075767597,0.022304833,0.0013627725,0.0408,0.0012718766,0.036193896,0.0008043165,0.023641184,0.001657154,0.047776725,0.0017090593,0.047427654,0.0013665394,0.040309448,0.0013323309,0.04085603,0.0019190004,0.047503047,0.0009634244,0.028268551,0.0011789043,0.033560865,0.0011468866,0.033386327,0.00073636597,0.017857144,0.0014123248,0.038512617,0.00054698944,0.015037594,0.0017082595,0.05394191,0.0007749065,0.02202643,0.0012155271,0.041198503,0.0016675038,0.055,0.00033865275,0.0121951215,0.00072090083,0.023372287,0.0012881452,0.04489796,8.363209e-05,0.003984064,7.853758e-05,0.003076923,5000
